,Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Horse Name,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price,filename,sale_year
12737,10,3556,"South Point Sales Agency, Agent XLII ",,Ardean,,GR/RO,Filly,Ardean,Midnight Storm,Terri's Pass,,,,,Little Farm Equine,10000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12738,10,3557,"Brookdale Sales, Agent ",,M'Lady Thatcher,,CH,Filly,M'Lady Thatcher,Jimmy Creed,Thatcher,,,,,Team Gaudet,4500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12741,10,3560,"South Point Sales Agency, Agent LII ",,Dial Me Maybe,,DB/BR,Filly,Dial Me Maybe,Dialed In,Three Loves and Me,,,,,Big Plains Consulting,5500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12743,10,3562,"St George Sales, Agent XXXV ",,Don't Tempt Fate,,B,Colt,Don't Tempt Fate,Klimt,Tiz Fate,,,,,"Nick J. Hines, Agent",5500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12744,10,3563,"Paramount Sales, Agent LXIII ",,Emajestin,,B,Colt,Emajestin,Mohaymen,Tiz Merry,,,,,Jose Garcia Blanco,9000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12746,10,3565,"Woodford Thoroughbreds, Agent I ",,Bohemian Frost,,GR/RO,Filly,Bohemian Frost,Frosted,Toast of Mayfair,,,,,"John Ennis, Agent",42000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12747,10,3566,"James B. Keogh (Grovendale), Agent XXX ",,Afraid Not,,DB/BR,Filly,Afraid Not,Tourist,Trepidation,,,,,"Elise W. Kendall, Agent",37000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12751,10,3570,"Taylor Made Sales Agency, Agent CLX ",,Classic Tuxedo,,DB/BR,Colt,Classic Tuxedo,Congrats,Tuxedo Lady,,,,,Trevor Lawrence,2500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12756,11,3575,Paul Tackett ,,Omaha Red,,CH,Colt,Omaha Red,Daaher,Upsetter,,,,,Wolfe Racing LLC & Hugh H. Robertson,62000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12758,11,3577,"Hunter Valley Farm, Agent ",,Moon as My Witness,,B,Colt,Moon as My Witness,Court Vision,Weekend in London,,,,,Corie Anderson,1500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12761,11,3580,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent I ",,My Fair Lucy,,DB/BR,Filly,My Fair Lucy,Midshipman,Why Lucy Why,,,,,Tropical Racing,11000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12763,11,3582,"Columbiana Farm LLC, Agent VII ",,Krahenbuhl,,CH,Colt,Krahenbuhl,Shackleford,Wild Hope,,,,,"T. Brocklebank, Agent",20000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12768,11,3587,"Taylor Made Sales Agency, Agent CCXX ",,Penny Angel,,B,Filly,Penny Angel,Tourist,Above the Mien,,,,,Aureliano Noguez,3000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12769,11,3588,"Lane's End, Agent ",,Amazin Queen,,B,Filly,Amazin Queen,Mucho Macho Man,Adirondack Luck,,,,,Daniel Pita,21000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12770,11,3589,"Taylor Made Sales Agency, Agent LI ",,American Freedom --- Agapanthus,,DB/BR,Filly,,American Freedom,Agapanthus,,,,,Erin Fisher / Harper Ridge Thoroughbreds,3500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12771,11,3590,"Pope McLean (Crestwood Farm), Agent III ",,Mizzen Mast --- Alascaline (IRE),,GR/RO,Colt,,Mizzen Mast,Alascaline (IRE),,,,,Mickey Ballew,2000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12772,11,3591,"Gainesway, Agent XV ",,Baby Man,,GR/RO,Filly,Baby Man,Bird Song,Alaskan Bird,,,,,JC Corp,20000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12773,11,3592,"Machmer Hall Sales, Agent for Machmer Hall ",,Similar Taste,,DB/BR,Colt,Similar Taste,Brody's Cause,Alec's Moon,,,,,Double O Racing,4000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12774,11,3593,"Gainesway, Agent X ",,Changing Colors,,DB/BR,Filly,Changing Colors,Karakontie (JPN),Alexandrite,,,,,"Blackrock Bloodstock, Agent",8000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12777,11,3596,"Denali Stud, Agent LXI ",,Wendy's Song,,CH,Filly,Wendy's Song,Will Take Charge,Along Came Polly (SAF),,,,,Glen & Wendy Voorhees,2000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12780,11,3599,"Frankfort Park Farm, Agent ",,Dontbelate,,B,Colt,Dontbelate,Run Away and Hide,Appealing Katie,,,,,"DataTrack, Agent",30000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12783,11,3602,"Castle Park Farm LLC (Noel Murphy), Agent XX ",,Practical Sense,,CH,Colt,Practical Sense,Practical Joke,Aronia,,,,,JC Corp,25000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12784,11,3603,"Taylor Made Sales Agency, Agent XII ",,Fightville,,DB/BR,Colt,Fightville,Creative Cause,Astaria Street,,,,,J. Keith Desormeaux,5000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12785,11,3604,"Gainesway, Agent IX ",,Irish Exit,,CH,Colt,Irish Exit,Run Away and Hide,Atlanta Highway,,,,,Webb Carroll Training Center,11000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12786,11,3605,"Legacy Bloodstock, Agent XXX ",,Tap N Glo,,B,Filly,Tap N Glo,Tapiture,Aunt Glo,,,,,"Scott Gelner, Agent",22000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12787,11,3606,Keene Ridge Racing LLC ,,Unbridled Ensign,,DB/BR,Filly,Unbridled Ensign,Broken Vow,Aurore,,,,,"Kenneth McPeek, Agent",15000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12788,11,3607,"Denali Stud, Agent LXII ",,Debit Card,,B,Colt,Debit Card,Will Take Charge,Awesome Gift (BRZ),,,,,Steve Jackson,8000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12789,11,3608,"Blandford Stud (Padraig Campion), Agent ",,Orb --- Awesome Maneuver,,DB/BR,Colt,,Orb,Awesome Maneuver,,,,,Alejandro Contreras,4200.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12790,11,3609,"Machmer Hall Sales, Agent LIX ",,R Funny Bizness,,DB/BR,Filly,R Funny Bizness,Fed Biz,Back Spin,,,,,"Julie Davies, Agent for Averill Racing",5000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12792,11,3611,"Machmer Hall Sales, Agent LVII ",,Major Lloyd,,DB/BR,Colt,Major Lloyd,Creative Cause,Barbecca,,,,,Aaron West,3000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12793,11,3612,Bettersworth Westwind Farms ,,Indefensible,,DB/BR,Colt,Indefensible,Gormley,Barbette,,,,,"Kim Smith, Agent",14000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12794,11,3613,"Hartwell Farm, Agent VII ",,Wadi Elhai,,CH,Colt,Wadi Elhai,Firing Line,Bathshua,,,,,De Burgh Equine,6500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12795,11,3614,"Taylor Made Sales Agency, Agent LXXXVI ",,On the Raydar,,CH,Colt,On the Raydar,Exaggerator,Batiana,,,,,"Patrice Miller EQB Inc., Agent",13000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12797,11,3616,"Pope McLean (Crestwood Farm), Agent ",,Mount Rundle,,B,Colt,Mount Rundle,Jack Milton,Beaucoup,,,,,Tropical Racing,7000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12798,11,3617,"Pope McLean (Crestwood Farm), Agent XII ",,Discount Dennis,,B,Colt,Discount Dennis,Successful Appeal,Beautiful Cosmos,,,,,Karyn Wittek,1000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12799,11,3618,"Machmer Hall Sales, Agent LXIII ",,Barone Marchis,,B,Colt,Barone Marchis,Klimt,Becky's Rainbow,,,,,Sandra Garcia,8500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12800,11,3619,"Taylor Made Sales Agency, Agent CCXVIII ",,Actualize,,CH,Colt,Actualize,Fast Anna,Beijos Do Brasil,,,,,Will Win Stables,12000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12802,11,3621,"Gainesway, Agent X ",,Titanium Reckage,,GR/RO,Colt,Titanium Reckage,Anchor Down,Betty Brite,,,,,Erin Fisher / Harper Ridge Thoroughbreds,5000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12803,11,3622,"Gainesway, Agent XV ",,Two Birds,,GR/RO,Colt,Two Birds,Bird Song,Bird Maker,,,,,Calumet Farm,20000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12807,11,3626,"Legacy Bloodstock, Agent XXXI ",,Super Necessary,,DB/BR,Colt,Super Necessary,Tale of Ekati,Brass Bonnet,,,,,"Jeff Mackor II, Agt. for GS Inversiones Hipicas LL",12000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12809,11,3628,"Pope McLean (Crestwood Farm), Agent ",,Jack Backed,,CH,Colt,Jack Backed,Jack Milton,Brilliant City,,,,,R. B. McCutchen,9000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12810,11,3629,"Blandford Stud (Padraig Campion), Agent ",,Street Boss --- Broadway Ticket,,DB/BR,Colt,,Street Boss,Broadway Ticket,,,,,"Kern Thoroughbreds, Agent",22000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12815,11,3634,"Pope McLean (Crestwood Farm), Agent ",,Fliplit,,B,Filly,Fliplit,Texas Red,Calamari,,,,,"Amanda Murphy , Agent for Mike Pender",9200.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12816,11,3635,"James M. Herbener Jr., Agent VIII ",,Cruzin Carter,,B,Filly,Cruzin Carter,Speightster,Carried Away,,,,,Jeffrey S Englehart,4000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12817,11,3636,"Lane's End, Agent ",,Strong Embrace,,B,Filly,Strong Embrace,Strong Mandate,Carta de Oro,,,,,"Matalona Thoroughbreds, LLC / Matthew Vuskovich",10000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12820,11,3639,"Lane's End, Agent ",,Mision Blonde,,CH,Colt,Mision Blonde,Noble Mission (GB),Casual Smile (GB),,,,,Alejandro Contreras,5000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12830,11,3649,"Upson Downs Farm, Agent ",,Boise,,DB/BR,Colt,Boise,Temple City,Chu and You,,,,,"Jason Hall, Agent",27000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12832,11,3651,"Lane's End, Agent ",,Start Class,,DB/BR,Filly,Start Class,Upstart,Classe d'Oro,,,,,Joseph A. Medley,7500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12834,11,3653,"Lane's End, Agent ",,Clever Alliance,,B,Filly,Clever Alliance,Overanalyze,Clever Run,,,,,Charles A. Cuprill,6500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12835,11,3654,"Scott Mallory, Agent XVII ",,C C's Cowgirl,,CH,Filly,C C's Cowgirl,Mizzen Mast,Cody Cowgirl,,,,,"Z Z Racing / Oracle Bloodstock, Agent",1500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12840,11,3659,"Gainesway, Agent IX ",,Longshadow,,CH,Colt,Longshadow,Tapiture,Crazy Cat Woman,,,,,Complete Surprise LLC,7000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12841,11,3660,"Trackside Farm (Tom Evans), Agent ",,Feminique,,B,Filly,Feminique,Bodemeister,Create a Dream,,,,,Mickey Ballew,5000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12843,11,3662,"Hunter Valley Farm, Agent ",,Being Creative,,GR/RO,Filly,Being Creative,Creative Cause,Crooked Answer,,,,,Dawn Martin,2500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12847,11,3666,"Pope McLean (Crestwood Farm), Agent ",,Supers Crown,,CH,Colt,Supers Crown,Super Saver,Daydawn (IRE),,,,,Martha Catalina Hernandez,2700.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12849,11,3668,Bettersworth Westwind Farms ,,Boat Song,,CH,Colt,Boat Song,American Freedom,Desert Flight,,,,,John Mentz,22000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12851,11,3670,"Lantern Hill Farm LLC, Agent ",,Game of Inches,,B,Filly,Game of Inches,Summer Front,Diamondette,,,,,Ten and Change Racing,3500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12853,11,3672,"Taylor Made Sales Agency, Agent XXI ",,Malibu Thunder,,DB/BR,Colt,Malibu Thunder,Mshawish,Dill Or No Dill,,,,,"Kim Smith, Agent",9000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12854,11,3673,"James M. Herbener Jr., Agent IV ",,Vehemens,,B,Colt,Vehemens,American Freedom,Disclosed Desire,,,,,Pro Racing Stable LLC,2500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12856,11,3675,"Taylor Made Sales Agency, Agent CXCIX ",,Commander Cody,,CH,Colt,Commander Cody,Not This Time,Diva Girl,,,,,Burden Creek Farm,7000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12858,11,3677,"Lane's End, Agent ",,Kitodan,,B,Colt,Kitodan,Point of Entry,Divine Presence,,,,,Daniel Silva,9000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12860,11,3679,"Denali Stud, Agent XXXV ",,Audacious Prince,,CH,Colt,Audacious Prince,Strong Mandate,Doctor Vickie Lynn,,,,,Valle Las Palmas / Jose Zulaica,4000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12861,11,3680,"Gainesway, Agent LV ",,Fast N Steady,,B,Colt,Fast N Steady,Fast Anna,Doppia Vendetta (BRZ),,,,,Hill of Faith Farm,4000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12863,11,3682,"Hunter Valley Farm, Agent ",,Tale of the Wind,,DB/BR,Filly,Tale of the Wind,Tale of Ekati,Elusive Surprise,,,,,Hugo Chahin M,3700.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12866,11,3685,Monticule LLC ,,Smarty Pants Sandy,,B,Filly,Smarty Pants Sandy,Smarty Jones,Espial,,,,,Erin Fisher / Harper Ridge Thoroughbreds,2500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12871,11,3690,"Taylor Made Sales Agency, Agent CLXXV ",,Duke Skywalker,,B,Colt,Duke Skywalker,Mr Speaker,Eye Candy Annie,,,,,John Charles Minchello,10000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12873,11,3692,"MJK Bloodstock, Agent II ",,Summer Cat,,DB/BR,Filly,Summer Cat,Summer Front,Fast and Loose,,,,,"Kim Smith, Agent",3000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12874,11,3693,"Hunter Valley Farm, Agent ",,Flurr,,B,Filly,Flurr,Java's War,Follow,,,,,Blue River Farm,1500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12875,11,3694,"Ashview Farm (Bryan Lyster & Gray Lyster), Agent ",,Lockstep,,CH,Filly,Lockstep,Nyquist,Forever Loyal,,,,,"Bo Bromagen, Agent",22000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12877,11,3696,"Lane's End, Agent ",,Honor the Empress,,DB/BR,Filly,Honor the Empress,Honor Code,Freedom Flag,,,,,Erin Fisher / Harper Ridge Thoroughbreds,3000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12880,11,3699,"Moonestone Sales, Agent II ",,Friend,,CH,Filly,Friend,Klimt,Friendly Livi,,,,,Dawn Martin,1500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12881,11,3700,"Lane's End, Agent ",,Hoops and Baskets,,DB/BR,Filly,Hoops and Baskets,Connect,Full Moon Frolic,,,,,Don Mills,2200.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12882,11,3701,"James M. Herbener Jr., Agent I ",,Offaly Fast,,DB/BR,Filly,Offaly Fast,Will Take Charge,Garden District,,,,,Niall Carey,12000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12883,11,3702,"Moonestone Sales, Agent III ",,Serasker,,GR/RO,Colt,Serasker,Oxbow,Generata,,,,,Black Stone Farm,50000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12886,11,3705,"Pope McLean (Crestwood Farm), Agent VI ",,Mondo Gold,,DB/BR,Colt,Mondo Gold,Texas Red,Gogo Jojo,,,,,J. Keith Desormeaux,7500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12887,11,3706,"Cara Bloodstock (Bernard McCormack), Agent III ",,Silent Lucidity,,B,Colt,Silent Lucidity,Silent Name (JPN),Gold Lined,,,,,"Patrice Miller EQB Inc., Agent",57000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12889,11,3708,"MJK Bloodstock, Agent IV ",,Hard Spun --- Goncharova,,DB/BR,Filly,,Hard Spun,Goncharova,,,,,Erin Fisher / Harper Ridge Thoroughbreds,3000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12892,11,3711,"Gainesway, Agent X ",,Karacrown,,B,Filly,Karacrown,Karakontie (JPN),Graceful Grit (IRE),,,,,Martha Catalina Hernandez,2500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12893,11,3712,"Gainesway, Agent IX ",,Abkhazian Song,,B,Colt,Abkhazian Song,Klimt,Gracious Sakes,,,,,Nina Gueorguieva,6500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12894,11,3713,Monticule LLC ,,Stopwatchsonny,,DB/BR,Filly,Stopwatchsonny,Temple City,Grande Mocha,,,,,Sayeli Camacho,4000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12895,11,3714,"Moreau Bloodstock Int'l Inc., Agent ",,Shaman's Prodigy,,B,Filly,Shaman's Prodigy,Shaman Ghost,Guanahani,,,,,Alistair Roden Bloodstock,25000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12896,11,3715,"Gainesway, Agent XV ",,McMonster,,CH,Colt,McMonster,Will Take Charge,Gull Island,,,,,Chris Melton,10000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12898,11,3717,KatieRich Farms ,,Co Conspirator,,DB/BR,Colt,Co Conspirator,Big Brown,Harlotry Holiday,,,,,C & S Farming,17000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12901,11,3720,"Patricia Clark, Agent IV ",,Mariah's Candy,,B,Filly,Mariah's Candy,Unified,Highwayormyway,,,,,"Scott Gelner, Agent",30000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12904,11,3723,"Cara Bloodstock (Bernard McCormack), Agent ",,Golden Chief,,CH,Colt,Golden Chief,Goldencents,Ice Cream Social,,,,,Martha Catalina Hernandez,1800.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12905,11,3724,"Denali Stud, Agent LXI ",,Majestic Mandate,,DB/BR,Colt,Majestic Mandate,Strong Mandate,Incleveland,,,,,G.O.P. Racing Stable,10000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12907,11,3726,"Lisa and Tim Turney, Agent III ",,Our Lady Nelson,,CH,Filly,Our Lady Nelson,Lord Nelson,In My Glory,,,,,Parrish Farms,40000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12909,11,3728,"Denali Stud, Agent LXI ",,Saucy Minx,,CH,Filly,Saucy Minx,Super Saver,Invalida,,,,,Lewis L. Greenspan,8000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12910,11,3729,"Lane's End, Agent ",,Set the Tone,,DB/BR,Filly,Set the Tone,Tonalist,Irish Debt,,,,,Jeff Metz,11000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12911,11,3730,"Trackside Farm (Tom Evans), Agent ",,Woods Hole,,B,Filly,Woods Hole,Mr Speaker,Islamorada,,,,,Twenty-Two Stable,3000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12912,11,3731,"Taylor Made Sales Agency, Agent LIII ",,California Kitty,,CH,Filly,California Kitty,California Chrome,Itsyesornoihavtogo,,,,,Don Mills,2200.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12915,11,3734,"Lane's End, Agent ",,Pursuing Pace,,DB/BR,Colt,Pursuing Pace,Tonalist,Jadira,,,,," Leo S. Nechamkin, II",4500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12922,11,3741,"Legacy Bloodstock, Agent XXVI ",,B D Valeski,,B,Colt,B D Valeski,Mark Valeski,Keep the Source,,,,,"Greg Foley, Agent",1700.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12927,11,3746,"Legacy Bloodstock, Agent XXVI ",,Erlan,,DB/BR,Colt,Erlan,Upstart,Lady Istan,,,,,Aureliano Noguez,3000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12929,11,3748,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent II ",,Tap the Storm,,B,Filly,Tap the Storm,Dialed In,Leisure,,,,,Anthony Russo,3500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12931,11,3750,"Machmer Hall Sales, Agent LIX ",,Lexington Humor,,CH,Filly,Lexington Humor,Practical Joke,Lexington Pearl,,,,,"Jason Hall, Agent",14000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12936,11,3755,"Gainesway, Agent LV ",,C F V Bullet,,CH,Colt,C F V Bullet,Will Take Charge,Little Cyclone,,,,,David Campos,11000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12937,11,3756,"Rosilyn Polan (Sunday Morning Farm), Agent ",,Jack's My Boy,,GR/RO,Colt,Jack's My Boy,Anchor Down,Livin Lovin,,,,,Gary Broad / Walmac Farm,27000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12939,11,3758,"Pope McLean (Crestwood Farm), Agent ",,Meant to Be,,DB/BR,Filly,Meant to Be,Astern (AUS),Lu Baton,,,,,"Donato Lanni, Agent for Charlie Brown's Racing",87000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12941,11,3760,"Ashview Farm (Bryan Lyster & Gray Lyster), Agent ",,Waters of Merom,,B,Filly,Waters of Merom,Connect,Lyrical Diva,,,,,Scott Issel,18000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12946,11,3765,"Machmer Hall Sales, Agent LIX ",,Mi Belleza Negra,,B,Filly,Mi Belleza Negra,Unified,Majestic Holiday,,,,,Orlando Rose,1700.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12947,11,3766,"Legacy Bloodstock, Agent XXVI ",,Aferdita,,DB/BR,Filly,Aferdita,Biogenic,Make It Run,,,,,Dundonald Bloodstock,4500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12949,11,3768,"Gainesway, Agent X ",,Bitcoin Banker,,GR/RO,Colt,Bitcoin Banker,Anchor Down,Manahatta,,,,,Safire Stables,8000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12951,11,3770,"Lane's End, Agent ",,Ready to March,,DB/BR,Colt,Ready to March,Tom's Ready,March On,,,,,Will Win Stables,5000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12953,11,3772,"Hill 'n' Dale Sales Agency, Agent ",,Thats Pretty Nice,,DB/BR,Filly,Thats Pretty Nice,Maclean's Music,Me and Mine,,,,,Jeffrey S Englehart,2500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12954,11,3773,"Lantern Hill Farm LLC, Agent I ",,Miss Matchmaker,,B,Filly,Miss Matchmaker,Cupid,Mercer Mill Mae,,,,,Jacobo Ordonez,13000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12955,11,3774,Monticule LLC ,,Mia Rosa,,B,Filly,Mia Rosa,Temple City,Mia Donna,,,,,"Nick Palmer, Agent",15000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12958,11,3777,"Lane's End, Agent ",,Tipharah,,B,Filly,Tipharah,Mohaymen,Miss Amador,,,,,Sue Anne Hallman,13000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12960,11,3779,"Lane's End, Agent ",,Fast Janie,,B,Filly,Fast Janie,Fast Anna,Miss Chievous Lady,,,,,H M A Stables,10000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12964,11,3783,"Lantern Hill Farm LLC, Agent III ",,Barrett,,DB/BR,Filly,Barrett,Vancouver (AUS),Miss Relentless,,,,,"Taproot Bloodstock, Agent",77000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12967,11,3786,"Taylor Made Sales Agency, Agent XXXII ",,Join the Dance,,B,Filly,Join the Dance,Shackleford,Moondancer,,,,,JC Corp,7500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12968,11,3787,"Lisa and Tim Turney, Agent I ",,Badgeball,,B,Colt,Badgeball,Creative Cause,More Hoping,,,,,"Greg Foley, Agent",50000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12970,11,3789,"Hill 'n' Dale Sales Agency, Agent ",,Paulie Walnuts,,CH,Colt,Paulie Walnuts,Maclean's Music,Motivated Sreva,,,,,Elevated Bloodstock Inc.,3000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12971,11,3790,"Legacy Bloodstock, Agent XXVI ",,Summer Tsunami,,B,Filly,Summer Tsunami,Summer Front,Mountain Buddies,,,,,Kevin B & Patricia M Fontenot,4000.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
12972,11,3791,"Taylor Made Sales Agency, Agent CCIV ",,Mr. Commish,,DB/BR,Colt,Mr. Commish,Commissioner,Ms Louisett,,,,,Terri Pion,4500.0,..\data\keeneland\sept-yearling\2020\lots.csv,2020
